city,year,make,model,price,condition,odometer,fuel,transmission,url,title,source_file
indianapolis,1999,GMC,SONOMA *1-OWNER ★54K LOW MILES,9999.0,like new,54121.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/champaign-only-owner-gmc-sonoma-only/7889595771.html,"★ ONLY 1-OWNER. . .1999 G.M.C. SONOMA . . .★ ONLY 54,121 ACTUAL MILES",craigslist_indianapolis.csv
indianapolis,2019,Chevrolet,Express 2500 Cargo,16500.0,like new,90760.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/tallmadge-2019-rust-free-chevy-express/7889593626.html,2019 RUST FREE CHEVY EXPRESS CARGO VAN ONLY 90K MILES.,craigslist_indianapolis.csv
indianapolis,2018,Chevrolet,Express 3500 Cargo Ext,12200.0,like new,157670.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/tallmadge-2018-rust-free-chevy-express/7889575860.html,"2018 RUST FREE CHEVY EXPRESS 3500 EXT CARGO , IT IS V8 W/ 6.0L ENGINE",craigslist_indianapolis.csv
indianapolis,2025,buick,envision preferred awd,32700.0,like new,8100.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/noblesville-2025-buick-envision/7889565412.html,2025 Buick Envision Preferred AWD,craigslist_indianapolis.csv
indianapolis,2007,Toyota,Highlander STD/Base,4000.0,good,149000.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/indianapolis-2007-toyota-highlander/7889563441.html,2007 Toyota Highlander 149k Miles $4000 OBO,craigslist_indianapolis.csv
indianapolis,2006,Chrysler,300 Touring,7500.0,like new,49000.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/fishers-2006-chrysler-300/7889562510.html,2006 Chrysler 300,craigslist_indianapolis.csv
indianapolis,2007,jeep,wrangler unlimited sport,4500.0,good,237000.0,gas,manual,https://indianapolis.craigslist.org/cto/d/indianapolis-2007-jeep-wrangler/7889562367.html,2007 Jeep Wrangler Unlimited 6spd Manual good rolling gear,craigslist_indianapolis.csv
indianapolis,2014,chevrolet,captiva sport ltz,2800.0,fair,133000.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/indianapolis-2014-chevrolet-captiva-ltz/7889561238.html,2014 Chevrolet captiva LTZ,craigslist_indianapolis.csv
indianapolis,2014,Chevrolet,Express 2500 Cargo,12500.0,like new,95450.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/tallmadge-2014-rust-free-chevy-express/7889557082.html,"2014 RUST FREE CHEVY EXPRESS 2500 CARGO VAN,POWER WINDO&LOCK 94K",craigslist_indianapolis.csv
indianapolis,2021,Ram,1500 Crew Cab,25900.0,excellent,120677.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/whiteland-2021-dodge-ram-1500-big-horn/7889553760.html,2021 Dodge Ram 1500 Big Horn Crew Cab 4x4,craigslist_indianapolis.csv
indianapolis,2015,Dodge,Grand Caravan SXT,5900.0,excellent,129144.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/whiteland-2015-dodge-grand-caravan-sxt/7889544842.html,2015 Dodge Grand Caravan SXT (2 owner),craigslist_indianapolis.csv
indianapolis,2023,Toyota,Corolla SE,21900.0,excellent,43125.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/whiteland-2023-toyota-corolla-se/7889542334.html,2023 Toyota Corolla SE,craigslist_indianapolis.csv
indianapolis,2015,Ford,Fusion S,6495.0,excellent,159608.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2015-ford-fusion/7889527006.html,2015 FORD FUSION S,craigslist_indianapolis.csv
indianapolis,2013,Chevrolet,Cruze 1LT,4350.0,excellent,149367.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2013-chevrolet-cruze-lt/7889526795.html,2013 CHEVROLET CRUZE LT,craigslist_indianapolis.csv
indianapolis,2015,Chevrolet,Equinox 2LT,6750.0,excellent,145129.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2015-chevrolet-equinox-lt/7889526650.html,2015 CHEVROLET EQUINOX LT,craigslist_indianapolis.csv
indianapolis,2013,Chevrolet,Equinox LTZ,5350.0,excellent,160820.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2013-chevrolet-equinox-ltz/7889526436.html,2013 CHEVROLET EQUINOX LTZ,craigslist_indianapolis.csv
indianapolis,2014,Chevrolet,Traverse 1LT 3RD ROW,6495.0,excellent,197768.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2014-chevrolet-traverse-lt/7889526126.html,2014 CHEVROLET TRAVERSE LT 3RD ROW,craigslist_indianapolis.csv
indianapolis,2013,Chrysler,Town and Country Touring-L,6295.0,excellent,140174.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2013-chrysler-town-country/7889525926.html,2013 CHRYSLER TOWN & COUNTRY TOURING L,craigslist_indianapolis.csv
indianapolis,1999,Ford,Mustang GT,11000.0,excellent,59970.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/urbana-1999-mustang-gt-convertible/7889520654.html,1999 Mustang GT Convertible,craigslist_indianapolis.csv
indianapolis,2010,toyota,camry xle,6200.0,good,75000.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/indianapolis-2010-toyota-camry-xle-run/7889519662.html,2010 Toyota Camry xle.  Run Excellent,craigslist_indianapolis.csv
indianapolis,2016,Toyota,RAV4,15995.0,,117463.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2016-toyota-rav4-in-house/7889511414.html,2016 Toyota RAV4 - In-House Financing Available!,craigslist_indianapolis.csv
indianapolis,2016,Toyota,RAV4,15995.0,,139041.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2016-toyota-rav4-in-house/7889511340.html,2016 Toyota RAV4 - In-House Financing Available!,craigslist_indianapolis.csv
indianapolis,2014,Kia,Soul,7995.0,,152700.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2014-kia-soul-in-house/7889511270.html,2014 Kia Soul - In-House Financing Available!,craigslist_indianapolis.csv
indianapolis,2020,Honda,Civic,20999.0,,65788.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2020-honda-civic-in-house/7889511207.html,2020 Honda Civic - In-House Financing Available!,craigslist_indianapolis.csv
indianapolis,2019,Toyota,Camry,19995.0,,60088.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2019-toyota-camry-in-house/7889511133.html,2019 Toyota Camry - In-House Financing Available!,craigslist_indianapolis.csv
indianapolis,1996,ford,bronco,2995.0,fair,158800.0,gas,automatic,https://indianapolis.craigslist.org/cto/d/shelbyville-1996-ford-bronco-58l-v8/7889498191.html,1996 Ford Bronco 5.8L V8 runs and drives,craigslist_indianapolis.csv
indianapolis,2018,Volvo,XC90,16995.0,like new,122623.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2018-volvo-xc90-t6-in-ion/7889495812.html,2018 Volvo XC90 T6 Inscription Sport Utility 4D,craigslist_indianapolis.csv
indianapolis,2000,ford,excursion XLT,10500.0,good,185000.0,diesel,automatic,https://indianapolis.craigslist.org/cto/d/rockville-73-ford-excursion-4x4-2000/7889495444.html,"7.3 Ford Excursion 4x4, 2000",craigslist_indianapolis.csv
indianapolis,2017,Toyota,Camry,10995.0,good,103000.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/mooresville-2017-toyota-camry-se-sedan/7889494670.html,2017 Toyota Camry SE Sedan 4D,craigslist_indianapolis.csv
indianapolis,2016,Honda,Pilot EXL-R,16995.0,like new,112000.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2016-honda-pilot-ex-sport/7889481829.html,2016 Honda Pilot EX-L Sport Utility 4D,craigslist_indianapolis.csv
indianapolis,2002,honda,accord,2995.0,,150021.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/indianapolis-2002-honda-accord-se-auto/7889478534.html,2002 HONDA ACCORD SE Auto///Runs Great,craigslist_indianapolis.csv
indianapolis,1999,Ford,F-250 Super Duty LARIAT,29995.0,excellent,144930.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1999-ford-250-250-f250-lariat/7889436635.html,1999 FORD F-250 F 250 F250 LARIAT 7.3L POWERSTROKE DIESEL,craigslist_indianapolis.csv
indianapolis,1968,Volkswagen,Vanagon CUSTOM 4spd,34995.0,excellent,84650.0,gas,manual,https://indianapolis.craigslist.org/ctd/d/houston-1968-volkswagen-vanagon-custom/7889436627.html,1968 Volkswagen Vanagon CUSTOM 4spd MANUAL CALI CAR,craigslist_indianapolis.csv
indianapolis,2024,Toyota,Tacoma SR5 4x2Double,35995.0,excellent,38700.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2024-toyota-tacoma-sr5/7889436620.html,2024 Toyota Tacoma SR5 4x2Double Cab 50 ft SB,craigslist_indianapolis.csv
indianapolis,2022,Ram,3500 Big Horn 4x2Crew Cab,36995.0,excellent,215720.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2022-dodge-ram-3500-big-horn/7889436613.html,2022 DODGE RAM 3500 BIG HORN 4X2 6.7L CUMMINS AISIN 6SPD,craigslist_indianapolis.csv
indianapolis,2018,Ram,5500 4X2 2dr Regular Cab,29995.0,excellent,125400.0,diesel,other,https://indianapolis.craigslist.org/ctd/d/houston-2018-dodge-ram-x2-tradesman-120/7889436609.html,2018 DODGE RAM 5500 4X2 TRADESMAN 120,craigslist_indianapolis.csv
indianapolis,2014,Ram,3500 Tradesman 4x4 2dr,44995.0,excellent,69200.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-2014-dodge-ram-x4-67l-cummins/7889436599.html,2014 DODGE RAM 3500 4X4 6.7L CUMMINS DIESEL MANUAL 6SPD TRADESMAN,craigslist_indianapolis.csv
indianapolis,2015,Ram,3500 Laramie 4x4Crew Cab,29995.0,excellent,214600.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2015-dodge-ram-3500-laramie-4x4/7889436593.html,2015 DODGE RAM 3500 LARAMIE 4X4 6.7L CUMMINS DIESEL,craigslist_indianapolis.csv
indianapolis,2014,Ram,2500 Tradesman 4x2Crew Cab,29995.0,excellent,169000.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-2014-ram-2500-tradesman-4x2crew/7889436586.html,2014 Ram 2500 Tradesman 4x2Crew Cab 63 ft SB Pickup,craigslist_indianapolis.csv
indianapolis,2002,Pontiac,Firebird Trans Am 2dr,37995.0,excellent,27140.0,gas,manual,https://indianapolis.craigslist.org/ctd/d/houston-2002-pontiac-firebird-trans-am/7889436577.html,2002 Pontiac Firebird Trans Am 2dr Hatchback,craigslist_indianapolis.csv
indianapolis,2024,Land,Rover Range Rover Sport,83995.0,excellent,20500.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2024-land-rover-range-rover/7889436566.html,2024 Land Rover Range Rover Sport P400 Dynamic SE AWDSUV,craigslist_indianapolis.csv
indianapolis,2001,Honda,Prelude Base 2dr Coupe,19995.0,excellent,65900.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2001-honda-prelude-red-leather/7889436560.html,2001 HONDA PRELUDE RED LEATHER INTERIOR 2-ONWER,craigslist_indianapolis.csv
indianapolis,2007,GMC,Sierra 3500 Classic SLT,37995.0,excellent,97575.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2007-gmc-classic-slt-4x4/7889436548.html,2007 GMC CLASSIC SLT 4X4 ALLISON 6.6L LBZ DURAMAX DIESEL,craigslist_indianapolis.csv
indianapolis,2006,GMC,Sierra 2500HD 4X4 6spd,41995.0,excellent,85680.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-2006-gmc-sierra-2500-hd-4x4/7889436543.html,2006 GMC SIERRA 2500 HD 4X4 6SPD MANUAL 6.6L DURAMAX DIESEL 85K,craigslist_indianapolis.csv
indianapolis,2024,GMC,Sierra 2500HD Denali,65995.0,excellent,72400.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2024-gmc-sierra-3500hd-denali/7889436536.html,2024 GMC SIERRA 3500HD DENALI 4X4 6.6L L5P DURAMAX DIESEL,craigslist_indianapolis.csv
indianapolis,2005,GMC,Sierra 2500HD SLE 4X4,37995.0,excellent,93700.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2005-gmc-sierra-2500hd-2500-hd/7889436527.html,2005 GMC Sierra 2500HD 2500 HD 2500-HD SLE 4X4 LIFTED 66L LLY DURAMAX,craigslist_indianapolis.csv
indianapolis,1995,Ford,F-250 XLT 2drExtended Cab,32995.0,excellent,116000.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-1995-ford-250-f250-l/7889436521.html,1995 FORD F-250 F250 F 250 7.3L POWERSTROKE DIESEL MANUAL 5SPD,craigslist_indianapolis.csv
indianapolis,1995,Ford,F-250 XLT 1OWNER 70K 5spd,29995.0,excellent,70940.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-1995-ford-250-250-f250-xlt/7889436517.html,1995 FORD F-250 F 250 F250 XLT MANUAL 7.3L POWERSTROKE DIESEL 1OWNER 7,craigslist_indianapolis.csv
indianapolis,2000,Ford,F-350 Super Duty LARIAT,29995.0,excellent,92500.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-2000-ford-350-f350-350-lariat/7889436510.html,2000 Ford F-350 F350 F 350 LARIAT 4X2 6SPD MANUAL 7.3L POWERSTROKE DIE,craigslist_indianapolis.csv
indianapolis,1974,Ford,Bronco,59995.0,excellent,7810.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1974-ford-bronco-4x4-v8-super/7889436503.html,1974 FORD BRONCO 4X4 V8 SUPER LIFT,craigslist_indianapolis.csv
indianapolis,2000,Ford,F-350 Super Duty LARIAT,37995.0,excellent,99100.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2000-ford-350-350-f350-lariat/7889436491.html,2000 FORD F-350 F 350 F350 LARIAT 4X4 7.3L POWERSTROKE DIESEL,craigslist_indianapolis.csv
indianapolis,1995,Ford,F-250 XLT 4X4 EXTENDED LB,32995.0,excellent,135410.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1995-ford-250-f250-250-xlt-4x4/7889436486.html,1995 FORD F-250 F250 F 250 XLT 4X4 7.3L POWERSTROKE DIESEL EXTENDED,craigslist_indianapolis.csv
indianapolis,2004,Ford,F-350 Super Duty LARIAT,35995.0,excellent,66120.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-2004-ford-350-f350-350-lariat/7889436480.html,2004 FORD F-350 F350 F 350 LARIAT MANUAL 6.0 POWERSTROKE DIESEL,craigslist_indianapolis.csv
indianapolis,1999,Ford,F-350 Super Duty LARIAT,30995.0,excellent,126210.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1999-ford-350-f350-350-lariat/7889436474.html,1999 FORD F-350 F350 F 350 LARIAT 4X4 7.3L POWERSTROKE DIESEL,craigslist_indianapolis.csv
indianapolis,2018,Ford,F-550 Super Duty 4X4Crew,36995.0,excellent,172350.0,diesel,other,https://indianapolis.craigslist.org/ctd/d/houston-2018-ford-550-f550-550-4x4/7889436469.html,2018 FORD F-550 F550 F 550 4X4 CHASSIS 6.7L POWERSTROKE DIESEL FLATBED,craigslist_indianapolis.csv
indianapolis,1995,Ford,F-150 XLT 4X4 57K MILES,29995.0,excellent,57090.0,gas,manual,https://indianapolis.craigslist.org/ctd/d/houston-1995-ford-150-f150-150-xlt-4x4/7889436462.html,1995 FORD F-150 F150 F 150 XLT 4X4 5SPD MANUAL 4.9 I6 NEW BFGS 57K MIL,craigslist_indianapolis.csv
indianapolis,2021,Ford,Transit 250 3dr SWB Low,25995.0,excellent,38905.0,gas,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2021-ford-transit-250-low-roof/7889436451.html,2021 FORD TRANSIT 250 LOW ROOF CARGO VAN SWB 3DR,craigslist_indianapolis.csv
indianapolis,2000,Ford,F-350 Super Duty LARIAT,35995.0,excellent,142030.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2000-ford-350-f350-350-lariat/7889436443.html,2000 FORD F-350 F350 F 350 LARIAT 4X4 7.3L POWERSTROKE DIESEL SRW,craigslist_indianapolis.csv
indianapolis,1997,Ford,F-350 XLT 4X4 SRW LB 73L,44995.0,excellent,129240.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1997-ford-350-f350-350-xlt-4x4/7889436440.html,1997 FORD F-350 F350 F 350 XLT 4X4 SRW 7.3L POWERSTROKE DIESEL LB,craigslist_indianapolis.csv
indianapolis,2002,Ford,F-250 Super Duty LARIAT,35995.0,excellent,119160.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2002-ford-250-f250-250-lariat/7889436432.html,2002 FORD F-250 F250 F 250 LARIAT 4X4 7.3L POWERSTROKE DIESEL 1-OWNER,craigslist_indianapolis.csv
indianapolis,2005,Ford,F-250 Super Duty LARIAT,36995.0,excellent,29350.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2005-ford-250-f250-250-lariat/7889436425.html,2005 FORD F-250 F250 F 250 LARIAT FX4 6.0L POWERSTROKE DIESEL 29K 1-OW,craigslist_indianapolis.csv
indianapolis,2022,Ford,F-550 Super Duty 4X2 2dr,36995.0,excellent,159530.0,diesel,other,https://indianapolis.craigslist.org/ctd/d/houston-2022-ford-550-f550-550-xlt-4x2/7889436419.html,2022 FORD F-550 F550 F 550 XLT 4X2 193,craigslist_indianapolis.csv
indianapolis,2001,Ford,F-350 Super Duty XLT 4X4,35995.0,excellent,120570.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2001-ford-350-f350-350-xlt-4x4/7889436418.html,2001 FORD F-350 F350 F 350 XLT 4X4 7.3L POWERSTROKE DIESEL SUPER DUTY,craigslist_indianapolis.csv
indianapolis,2006,Ford,F-550 Super Duty 4X4Crew,28995.0,excellent,74100.0,diesel,other,https://indianapolis.craigslist.org/ctd/d/houston-2006-ford-550-f550-550-4x4-60l/7889436414.html,2006 FORD F-550 F550 F 550 4X4 6.0L POWERSTROKE TURBO DIESEL,craigslist_indianapolis.csv
indianapolis,2000,Ford,F-350 Super Duty LARIAT,34995.0,excellent,143700.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2000-ford-350-f350-350-lariat/7889436406.html,2000 FORD F-350 F350 F 350 LARIAT 4X4 1-OWNER 7.3L POWERSTROKE DIESEL,craigslist_indianapolis.csv
indianapolis,2000,Ford,F-350 Super Duty XLT 4X4,44995.0,excellent,61100.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-2000-ford-f350-350-350-super/7889436400.html,2000 Ford F350 F 350 F-350 Super Duty F 350 Super Duty XLT 4X4 1-OWNER,craigslist_indianapolis.csv
indianapolis,2002,Ford,F-350 Super Duty LARIAT,22995.0,excellent,252700.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2002-ford-f350-350-350-super/7889436395.html,2002 Ford F350 F 350 F-350 Super Duty F 350 Super Duty LARIAT 4X4 73L,craigslist_indianapolis.csv
indianapolis,1994,Ford,F-350 PACIFICA CONVERSION,39995.0,excellent,131500.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1994-ford-f350-350-350-pacifica/7889436388.html,1994 Ford F350 F 350 F-350 PACIFICA CONVERSION 4X4 73L IDI TURBO DIESE,craigslist_indianapolis.csv
indianapolis,1997,Dodge,Ram 3500 Laramie SLT,27995.0,excellent,112550.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1997-dodge-ram-3500-laramie-slt/7889436381.html,1997 DODGE RAM 3500 LARAMIE SLT 5.9L CUMMINS DIESEL 4X4,craigslist_indianapolis.csv
indianapolis,1998,Dodge,Ram 3500 SPORT 4X4 59L,32995.0,excellent,91550.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1998-dodge-ram-3500-sport-4x4/7889436379.html,1998 DODGE RAM 3500 SPORT 4X4 5.9L 12V CUMMINS DIESEL,craigslist_indianapolis.csv
indianapolis,1991,Dodge,RAM 250 LE 4X4 Regular,39995.0,excellent,128525.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-1991-dodge-ram-250-le-4x4-59l/7889436376.html,1991 DODGE RAM 250 LE 4X4 5.9L CUMMINS 12V DIESEL,craigslist_indianapolis.csv
indianapolis,2005,Chevrolet,Silverado 2500HD LS,35995.0,excellent,89550.0,diesel,automatic,https://indianapolis.craigslist.org/ctd/d/houston-2005-chevrolet-chevy-silverado/7889436367.html,2005 CHEVROLET CHEVY SILVERADO 2500HD LT3 4X4 1-OWNER 6.6L LLY DURAMAX,craigslist_indianapolis.csv
indianapolis,1996,Dodge,Ram 3500 SLT LARAMIE 4X4,36995.0,excellent,132180.0,diesel,manual,https://indianapolis.craigslist.org/ctd/d/houston-1996-dodge-ram-3500-slt-laramie/7889436365.html,1996 DODGE RAM 3500 SLT LARAMIE 4X4 5SPD MANUAL 5.9L CUMMINS DIESEL,craigslist_indianapolis.csv
